16,80000,6245.19,5.466e+01
16,80000,6046.56,5.645e+01
16,80000,6071.02,5.622e+01
16,80000,6059.15,5.634e+01
16,80000,6052.91,5.639e+01
16,80000,6079.02,5.615e+01
16,80000,6067.88,5.625e+01
16,80000,6087.17,5.608e+01
16,80000,6114.42,5.583e+01
16,80000,6118.62,5.579e+01
16,80000,6058.05,5.635e+01
16,80000,6079.68,5.614e+01
16,80000,6082.24,5.612e+01
16,80000,6280.29,5.435e+01
16,80000,6380.37,5.350e+01
16,80000,7096.52,4.810e+01
16,80000,7036.02,4.851e+01
16,80000,6099.35,5.596e+01
24,98000,8143.92,7.705e+01
24,98000,7764.82,8.081e+01
24,98000,7723.23,8.125e+01
24,98000,7692.65,8.157e+01
24,98000,7724.64,8.123e+01
24,98000,7692.84,8.157e+01
24,98000,7739.72,8.107e+01
24,98000,7695.29,8.154e+01
24,98000,7718.89,8.129e+01
24,98000,7727.46,8.120e+01
24,98000,7910.93,7.932e+01
24,98000,8418.07,7.454e+01
24,98000,9384.89,6.686e+01
24,98000,7915.48,7.927e+01
24,98000,5888.68,1.066e+02
24,98000,5560.68,1.128e+02
24,98000,5570.14,1.126e+02
24,98000,5640.89,1.112e+02
1,20000,983.77,5.422e+00
1,20000,983.56,5.423e+00
1,20000,988.56,5.396e+00
1,20000,985.10,5.415e+00
1,20000,981.26,5.436e+00
1,20000,982.50,5.429e+00
1,20000,986.41,5.407e+00
1,20000,993.64,5.368e+00
1,20000,1008.31,5.290e+00
1,20000,1004.89,5.308e+00
1,20000,1002.62,5.320e+00
1,20000,1002.64,5.320e+00
1,20000,1004.28,5.311e+00
1,20000,1019.52,5.232e+00
1,20000,1007.63,5.294e+00
1,20000,1005.97,5.302e+00
1,20000,1013.09,5.265e+00
1,20000,1013.65,5.262e+00
2,28000,1397.06,1.048e+01
2,28000,1391.63,1.052e+01
2,28000,1392.09,1.051e+01
2,28000,1404.41,1.042e+01
2,28000,1401.93,1.044e+01
2,28000,1418.91,1.031e+01
2,28000,1406.66,1.040e+01
2,28000,1399.84,1.046e+01
2,28000,1392.14,1.051e+01
2,28000,1392.57,1.051e+01
2,28000,1399.24,1.046e+01
2,28000,1398.71,1.046e+01
2,28000,1400.37,1.045e+01
2,28000,1387.09,1.055e+01
2,28000,1396.70,1.048e+01
2,28000,1402.38,1.044e+01
2,28000,1396.22,1.048e+01
2,28000,1398.53,1.047e+01
4,40000,2165.55,1.970e+01
4,40000,2094.89,2.037e+01
4,40000,2082.86,2.049e+01
4,40000,2102.38,2.030e+01
4,40000,2090.22,2.041e+01
4,40000,2091.58,2.040e+01
4,40000,2086.23,2.045e+01
4,40000,2081.49,2.050e+01
4,40000,2090.03,2.042e+01
4,40000,2086.84,2.045e+01
4,40000,2076.42,2.055e+01
4,40000,2101.13,2.031e+01
4,40000,2091.93,2.040e+01
4,40000,2096.25,2.035e+01
4,40000,2094.98,2.037e+01
4,40000,2087.87,2.044e+01
4,40000,2092.48,2.039e+01
4,40000,2086.84,2.045e+01
8,55000,3173.28,3.495e+01
8,55000,2856.32,3.883e+01
8,55000,2877.55,3.855e+01
8,55000,2859.36,3.879e+01
8,55000,2863.33,3.874e+01
8,55000,2883.18,3.847e+01
8,55000,2891.62,3.836e+01
8,55000,2893.21,3.834e+01
8,55000,2882.36,3.848e+01
8,55000,2891.98,3.835e+01
8,55000,2896.09,3.830e+01
8,55000,2875.00,3.858e+01
8,55000,2897.16,3.829e+01
8,55000,2903.58,3.820e+01
8,55000,2872.56,3.861e+01
8,55000,2892.54,3.835e+01
8,55000,2867.50,3.868e+01
8,55000,2897.83,3.828e+01
32,113000,11747.19,8.189e+01
32,113000,11992.42,8.021e+01
32,113000,9465.66,1.016e+02
32,113000,9450.89,1.018e+02
32,113000,9464.33,1.016e+02
32,113000,9314.35,1.033e+02
32,113000,9386.04,1.025e+02
32,113000,9551.29,1.007e+02
32,113000,9378.68,1.026e+02
32,113000,9445.21,1.018e+02
32,113000,9371.99,1.026e+02
32,113000,9452.06,1.018e+02
32,113000,9453.01,1.018e+02
32,113000,9413.08,1.022e+02
32,113000,9404.57,1.023e+02
32,113000,9452.85,1.018e+02
32,113000,9646.42,9.972e+01
32,113000,9650.62,9.968e+01
40,126000,10662.28,1.251e+02
40,126000,10492.02,1.271e+02
40,126000,10315.75,1.293e+02
40,126000,10382.10,1.285e+02
40,126000,10267.82,1.299e+02
40,126000,10321.82,1.292e+02
40,126000,10307.75,1.294e+02
40,126000,10419.31,1.280e+02
40,126000,10294.66,1.295e+02
40,126000,10362.82,1.287e+02
40,126000,10316.54,1.293e+02
40,126000,10356.23,1.288e+02
40,126000,10372.63,1.286e+02
40,126000,10338.38,1.290e+02
40,126000,10283.78,1.297e+02
40,126000,10315.32,1.293e+02
40,126000,10384.25,1.284e+02
40,126000,10390.68,1.283e+02
48,139000,15174.56,1.180e+02
48,139000,15150.77,1.182e+02
48,139000,15274.52,1.172e+02
48,139000,15197.98,1.178e+02
48,139000,15233.71,1.175e+02
48,139000,15198.56,1.178e+02
48,139000,15177.96,1.180e+02
48,139000,15227.19,1.176e+02
48,139000,15216.82,1.177e+02
48,139000,15107.03,1.185e+02
48,139000,15170.63,1.180e+02
48,139000,15194.24,1.178e+02
48,139000,15230.57,1.176e+02
48,139000,15192.63,1.178e+02
48,139000,15177.32,1.180e+02
48,139000,15185.76,1.179e+02
48,139000,15313.82,1.169e+02
48,139000,15170.64,1.180e+02
